Literal Lemma,MariT sense,IWN sense,Gloss S. (WM),Total S.,T. Relation S.,Mariterm ID,ItalWN ID,Mariterm Gloss,ItalWN Gloss,MariTerm Relations,ItalWN Relations,bonus,malus,missing_relations,no_gloss_relations,bonus_relations
corallina,1,1,-0.1,-0.43000000000000005,0,N#1946,N#18887,nave attrezzata per la pesca del corallo,[FALLBACK] piccola imbarcazione a remi a vela o a motore.,"['has_hyperonym, nave, imbarcazione di una certa grandezza che  fornita di adeguati mezzi di propulsione  è adibita al trasporto di persone e merci o che  opportunamente attrezzata e armata  è impiegata in attività belliche.  (Score: 0.00)']","['has_hyperonym, barca, piccola imbarcazione a remi a vela o a motore. (Score: 0.00)']",0,-0.33,['nave'],[],[]
Corinto,1,1,0.0,0.0,0,NP#2171,NP#47197,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Cork,1,1,0.0,0.0,0,NP#1047,NP#46090,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
coronamento,1,3,0.0,0.0,0,N#1363,N#25171,"bordo superiore o ringhiera battagliola di poppa dell imbarcazione
",motivo con cui termina una costruzione,[],"['has_hyperonym, elemento_architettonico, No Gloss (Score: 0.00)']",0,0,[],[],[]
corsaro,1,1,0.0,0.0,0,AG#1277,AG#44447,[FALLBACK] ,relativo ai corsari e alla guerra di corsa,[],"['has_hyperonym, inerente, No Gloss (Score: 0.00)']",0,0,[],[],[]
crocetta,1,1,0.0,0.0,0,N#1367,N#13126,"barra fissata perpendicolamente all albero  a diverse altezze  nel senso trasversale dell imbarcazione  all estremità della quale passano le sartie laterali che sostengono
l albero stesso 
",pianta erbacea da foraggio,[],"['has_hyperonym, vegetale, nome generico di ogni vegetale arboreo  arbustaceo o erbaceo (Score: 0.00)']",0,0,[],[],[]
Crotone,1,1,0.0,0.0,0,NP#2369,NP#45749,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
cubia,1,1,0.09715723550420353,0.09715723550420353,0,N#854,N#4818,foro praticato nello scafo che permette il passaggio della catena dell ancora nelle navi si trovano lateralmente da due a quattro cubie,foro nella murata di una nave per il passaggio di cavi e catene,[],"[""has_hyperonym, bucatura, un'apertura attraverso qualcosa (Score: 0.00)""]",0,0,[],[],[]
Dakar,1,1,0.0,0.0,0,NP#1049,NP#47778,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
dandy,1,1,0.09349477497536715,-0.23650522502463286,0,N#371,N#5516,cutter che a poppa porta un piccolo albero con una randa,giovane uomo che cura eccessivamente la propria eleganza e fa il galante con le donne,"[""has_hyperonym, cutter, piccolo veliero originario dell'Inghilterra. (Score: 0.00)""]","['has_hyperonym, giovane, persona non vecchia (né matura) (Score: 0.00)']",0,-0.33,['cutter'],[],[]
dente di cane,1,1,0.045573612711752684,0.045573612711752684,0,N#1374,N#50281,"incrostazione calcarea che si forma sulla carena delle imbarcazioni ad opera di un organismo marino
",erba bulbosa che cresce nei boschi dell europa meridionale,[],"['has_hyperonym, erba, ogni pianta il cui fusto rimane verde e tenero senza diventare legnoso (Score: 0.00)']",0,0,[],[],[]
depressione,1,7,0.027825168741424402,-0.30217483125857564,0,N#959,N#621,area di bassa pressione atmosferica con il valore minimo al centro si producono rapidamente e sono accompagnate da maltempo e spesso da tempeste ai tropici possono dar luogo ai cicloni,zona in cui si è verificata un abbassamento o depressione naturale del terreno,"[""has_hyperonym, pressione atmosferica, pressione esercitata dai gas atmosferici sull'unità di superficie orizzontale al suolo. Si misura in atmosfere  bar e millibar. (Score: 0.00)""]","['has_hyperonym, zona, una particolare regione geografica con proprie caratteristiche fisiche  naturali  culturali (Score: 0.00)', 'has_hyponym, doccia, depressione che si trova su alcune ossa (Score: 0.00)']",0,-0.33,['pressione atmosferica'],[],[]
deriva,2,2,-0.019407984455818914,-1.3394079844558189,0,N#114,N#30310,[FALLBACK] lama abbastanza stretta e profonda che sostiene alla sua estremità più profonda un pesante bulbo a forma di siluro  che consente di accrescere la spinta di addrizzamento dello scafo.  ,[FALLBACK] dispositivo che rende stabile o più stabile un insieme  un sistema.,"['has_hyponym, deriva a bulbo, lama abbastanza stretta e profonda che sostiene alla sua estremità più profonda un pesante bulbo a forma di siluro  che consente di accrescere la spinta di addrizzamento dello scafo.   (Score: 0.00)', ""has_hyponym, deriva mobile, lama di deriva detrattile per diminuire l'immersione della chiglia. (Score: 0.00)"", 'has_hyponym, deriva olimpica, deriva tipica delle piccole imbarcazioni per la vela agonistica che competono nelle Giochi Olimpici.   (Score: 0.00)', 'has_hyponym, deriva zavorrata, termine generico per indicare una chiglia profonda e pesante.  (Score: 0.00)']","['has_hyperonym, stabilizzatore, dispositivo che rende stabile o più stabile un insieme  un sistema. (Score: 0.00)']",0,-1.32,"['deriva a bulbo', 'deriva mobile', 'deriva olimpica', 'deriva zavorrata']",[],[]
destinazione,2,1,0.0,-0.33,0,N#2400,N#9925,punto di arrivo di un imbarcazione  per es un traghetto,atto del destinare,"['has_hyperonym, traguardo, punto che si vuole raggiungere (Score: 0.00)']","['xpos_near_synonym, sancire, stabilire  ordinare per mezzo di un decreto. (Score: 0.00)', ""has_hyperonym, azione, l'operare  l'agire consapevolmente. (Score: 0.00)""]",0,-0.33,['traguardo'],[],[]
disalberare,1,1,0.0463210523454799,0.0463210523454799,0,V#1437,V#33352,"smontare gli alberi di un veliero per manutenzione si dice anche nel caso in cui l alberatura venga spezzata dal vento o da avarie di diversa natura 
",privare una nave degli alberi,[],"['has_hyperonym, privare, lasciare senza  rendere privo o sprovvisto di qualcosa. (Score: 0.00)']",0,0,[],[],[]
disarmare,2,1,-0.1,-0.1,0,V#774,V#35740,togliere dalla loro posizione di lavoro tutte le cime e le manovre non fisse  per stivarle e proteggerle dai furti e dalle intemperie,[FALLBACK] rendere minore in quantità o in intensità.,[],"['xpos_near_synonym, disarmo, atto del disarmare. (Score: 0.00)', 'has_hyperonym, minorare, rendere minore in quantità o in intensità. (Score: 0.00)']",0,0,[],[],[]
disarmo,1,1,0.0,0.0,0,N#781,N#25892,stato in cui si trova un imbarcazione quando è priva degli strumenti necessari alla navigazione o  più specificatamente  al combattimento,atto del disarmare,[],"['xpos_near_synonym, disarmare, No Gloss (Score: 0.00)', ""has_hyperonym, azione, l'operare  l'agire consapevolmente. (Score: 0.00)""]",0,0,[],[],[]
disincagliare,1,1,0.04001620343163789,0.04001620343163789,0,V#1439,V#38501,"liberare una imbarcazione la cui chiglia si è posata o incastrata in una secca o su un bassofondo 
",[FALLBACK] causare un cambiamento in un processo o uno stato (seguito da un infinito).,[],"['xpos_near_synonym, disincaglio, No Gloss (Score: 0.00)', 'has_hyperonym, fare, causare un cambiamento in un processo o uno stato (seguito da un infinito). (Score: 0.00)']",0,0,[],[],[]
Doha,1,1,0.0,0.0,0,NP#1050,NP#48620,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
doppiare,1,2,0.06481137206049675,-0.26518862793950326,0,V#1448,V#35415,"passare con un imbarcazione vicino a un punto costiero o a un altra imbarcazione  lasciandoli di poppa scapolare un isola  un promontorio

",rendere maggiore di quantità o di numero,"['has_hyperonym, costeggiare, navigare senza allontanarsi dalla costa. (Score: 0.00)']","['has_hyperonym, intensificare, rendere più grande  più intenso  più numeroso. (Score: 0.00)', 'has_hyponym, riaccrescere, accrescere di nuovo (Score: 0.00)', 'has_hyponym, rilanciare, offrire una somma più alta  alzare la posta in un gioco e sim. (Score: 0.00)']",0,-0.33,['costeggiare'],[],[]
Dordrecht,1,1,0.0,0.0,0,NP#1051,NP#46775,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Douglas,2,1,0.0,0.0,0,NP#1986,NP#47940,capitano della marina britannica che nel 1921 mise a punto la scala per la misurazione dello stato del mare,[FALLBACK] ,[],[],0,0,[],[],[]
Dover,1,1,0.0,0.0,0,NP#1053,NP#48336,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
draglia,1,1,0.0,-0.33,0,N#1406,N#15205,"nelle imbarcazioni da diporto identifica un cavo d acciaio che viene sostenuto dai candelieri a formare la battagliola
",[FALLBACK] ,"['has_hyperonym, corda, prodotto flessibile per legare e assicurare (Score: 0.00)']","['has_hyperonym, cavetto, No Gloss (Score: 0.00)']",0,-0.33,['corda'],[],[]
Drammen,1,1,0.0,0.0,0,NP#1054,NP#48133,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
drizzare,1,2,0.0,-0.33,0,V#1846,V#40514,manovrare le drizze,detto di animali  sollevare rendere irto il pelo per paura o minaccia,"['has_hyperonym, manovrare, far funzionare attrezzature o strumenti per la navigazione mediante le operazioni o i movimenti necessari.  (Score: 0.00)']","[""has_hyperonym, rizzare, volgere verso l'alto. (Score: 0.00)""]",0,-0.33,['manovrare'],[],[]
Dubai,1,1,0.0,0.0,0,NP#1131,NP#45706,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Dublino,1,1,0.0,0.0,0,NP#2417,NP#45958,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Dundee,1,1,0.0,0.0,0,NP#1138,NP#47543,porto della scozia,[FALLBACK] ,[],[],0,0,[],[],[]
Dunkerque,1,1,0.0,0.0,0,NP#1139,NP#48266,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Durazzo,1,1,0.0,0.0,0,NP#1140,NP#47774,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Durban,1,1,0.0,0.0,0,NP#1141,NP#45909,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Eleusi,1,1,0.0,0.0,0,NP#1142,NP#48176,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
eliografo,1,1,0.07397129483465995,0.07397129483465995,0,N#2554,N#23997,strumento per la misura dell eliofania,cannocchiale astronomico che si usa per fotografare il sole,[],"['has_hyperonym, cannocchiale, strumento ottico tubolare  dotato di un obiettivo e usato per osservare ingranditi oggetti distanti. (Score: 0.00)']",0,0,[],[],[]
Emden,1,1,0.0,0.0,0,NP#1143,NP#46307,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
equatore,1,1,0.030174834989844294,-0.6298251650101557,0,N#117,N#24023,"circolo massimo della sfera terreste perpendicolare all asse di rotazione  coincide col parallelo 0°
",linea che rappresenta la massima circonferenza della terra e la divide in due emisferi uguali  il luogo geometrico dei punti a latitudine zero ,"[""has_hyperonym, latitudine, linea immaginaria che percorre il globo parallelamente all'equatore (Score: 0.00)"", ""has_hyponym, equatore celeste, proiezione dell'equatore terrestre sulla Sfera Celeste  cioè intersezione della sua superficie ideale col prolungamento del piano dell'equatore.   (Score: 0.00)""]","['has_hyperonym, cerchio, circonferenza  perimetro (Score: 0.00)']",0,-0.66,"['latitudine', 'equatore celeste']",[],[]
equipaggio,1,2,0.0,-0.33,0,N#182,N#25109,costituito dal comandante  dagli ufficiali e da tutte le altre persone arruolate per il servizio della nave ,[FALLBACK] ,"['has_hyperonym, insieme, la totalità  persone o animali o cose radunate insieme (Score: 0.00)']","['has_hyperonym, carrozza, No Gloss (Score: 0.00)']",0,-0.33,['insieme'],[],[]
Europa,1,3,0.0,0.0,0,NP#2632,NP#45757,[FALLBACK] ,satellite di giove,[],[],0,0,[],[],[]
falegnameria,1,2,0.0,-0.33,0,N#2204,N#24585,nelle imbarcazioni è l insieme delle opere in legno,il laboratorio  la bottega del falegname,"['has_hyperonym, insieme, la totalità  persone o animali o cose radunate insieme (Score: 0.00)']","['has_hyperonym, bottega, officina di artigiano (Score: 0.00)']",0,-0.33,['insieme'],[],[]
falla,1,1,-0.1,-0.1,0,N#183,N#4614,apertura nella carena di una imbarcazione  causata da un incidente  dalla quale entra acqua di mare nello scafo,[FALLBACK] passaggio aperto  varco.,[],"['has_hyperonym, sbocco, passaggio aperto  varco. (Score: 0.00)']",0,0,[],[],[]
Felixstowe,1,1,0.0,0.0,0,NP#1144,NP#47860,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Ferrol,1,1,0.0,0.0,0,NP#1145,NP#48361,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
fianco,1,1,-0.05,-0.7100000000000001,0,N#462,N#30289,[FALLBACK] lato dell'imbarcazione dal quale viene il vento  lato sopravvento.,la parte laterale del corpo,"['has_hyperonym, parte, ciascuno degli elementi o delle parti in cui è diviso un tutto. (Score: 0.00)', ""has_hyponym, orza, lato dell'imbarcazione dal quale viene il vento  lato sopravvento. (Score: 0.00)""]","['near_synonym, anca, regione anatomica comprendente la parte laterale posteriore del bacino e la parte laterale superiore della coscia (Score: 0.00)', 'has_hyperonym, parte_anatomica, parte del corpo (Score: 0.00)']",0,-0.66,"['parte', 'orza']",[],[]
fiera,1,2,0.05829838357709693,0.05829838357709693,0,N#2080,N#19944,grande mostra mercato nazionale o internazionale che si tiene periodicamente in una determinata località e che riguarda tutti o solo alcuni settori produttivi,festa spesso religiosa e mercato,[],"['has_hyperonym, evento, fatto già accaduto o che può accadere. (Score: 0.00)', 'has_hyponym, sacra, festa popolare (Score: 0.00)']",0,0,[],[],[]
Filadelfia,1,1,0.0,0.0,0,NP#2163,NP#47630,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
filare,1,1,-0.025317674449702565,-0.3553176744497026,0,V#191,V#35728,"lasciare scorrere una cima  un cavo o una catena controllandone lo scorrimento  con riferimento alla sagola degli antichi solcometri a barchetta con cui si misurava la velocità dell imbarcazione
",[FALLBACK] causare un cambiamento in un processo o uno stato (seguito da un infinito).,"['has_hyperonym, manovrare, far funzionare attrezzature o strumenti per la navigazione mediante le operazioni o i movimenti necessari.  (Score: 0.00)']","['has_hyperonym, fare, causare un cambiamento in un processo o uno stato (seguito da un infinito). (Score: 0.00)']",0,-0.33,['manovrare'],[],[]
finale,1,2,0.0,0.0,0,N#2103,N#29652,[FALLBACK] ,la parte conclusiva,[],"['has_hyperonym, partizione, ciascuna delle porzioni o degli elementi in cui è diviso un tutto (Score: 0.00)']",0,0,[],[],[]
Fiume,1,1,0.0,0.0,0,NP#2340,NP#48488,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Fiumicino,1,1,0.0,0.0,0,NP#2371,NP#46447,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Fleetwood,1,1,0.0,0.0,0,NP#1146,NP#48485,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Formia,1,1,0.0,0.0,0,NP#2372,NP#47848,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
forza,1,3,0.0,0.0,0,N#1988,N#10463,intensità del vento espressa secondo i gradi della scala beaufort  lo stato del mare considerato in relazione al vento ed espresso con i gradi della stessa scala,gruppo militare,[],"[""has_hyperonym, unità, gruppo di soldati impiegato in una qualche operazione di guerra vigilanza o incarico d'onore. (Score: 0.00)""]",0,0,[],[],[]
frangente,1,1,0.0,-0.33,0,N#1495,N#16099,onda del mare che  in corrispondenza di bassifondi o scogli affioranti  rompe in spuma e spruzzi,situazione difficile o dolorosa,"[""has_hyperonym, onda, oscillazione dell'acqua nel mare  prodotta da una forza esterna (tipicamente il vento) che ne perturba l'equilibrio. A seconda della forza del vento la superficie del mare assume forme progressivamente più ripide e movimentate.  (Score: 0.00)""]","['has_hyperonym, situazione, stato  condizione  insieme di circostanze (Score: 0.00)']",0,-0.33,['onda'],[],[]
Fredericia,1,1,0.0,0.0,0,NP#1147,NP#47079,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Frederikshavn,1,1,0.0,0.0,0,NP#1148,NP#47685,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Freetown,1,1,0.0,0.0,0,NP#1149,NP#47757,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Freja,1,1,0.0,0.0,0,NP#1048,NP#47649,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
frequenza,1,3,0.0,-2.31,0,N#2304,N#6930,periodicità con cui un fatto o un fenomeno accade o si ripete,il frequentare,"['has_hyponym, 6 partenze per settimana., No Gloss (Score: 0.00)', 'has_hyponym, ogni settimana, No Gloss (Score: 0.00)', 'has_hyponym, periodo estivo: fino a 2 partenze giornaliere., No Gloss (Score: 0.00)', 'has_hyponym, periodo estivo: fino a 3 partenze giornaliere., No Gloss (Score: 0.00)', 'has_hyponym, periodo estivo: fino a 3/4 partenze giornaliere., No Gloss (Score: 0.00)', 'has_hyponym, periodo estivo: giornaliero (bigiornaliero il fine settimana), No Gloss (Score: 0.00)', 'has_hyponym, periodo invernale: 5/6 partenze per settimana, No Gloss (Score: 0.00)']","[""has_hyperonym, azione, l'operare  l'agire consapevolmente. (Score: 0.00)""]",0,-2.31,"['6 partenze per settimana.', 'ogni settimana', 'periodo estivo: fino a 2 partenze giornaliere.', 'periodo estivo: fino a 3 partenze giornaliere.', 'periodo estivo: fino a 3/4 partenze giornaliere.', 'periodo estivo: giornaliero (bigiornaliero il fine settimana)', 'periodo invernale: 5/6 partenze per settimana']",[],[]
gala,1,1,0.11021770385545224,-0.8797822961445477,0,N#1825,N#9820,festone con bandiere nazionali e da segnali teso fra la prua la alberatura e la poppa in segno di festa o per onorare una nave straniera,festa  serata di gala,"[""has_hyponym, gran pavese, gala formata da un festone di bandiere nazionali intercalate in testa d'albero dalla bandiera della nazione a cui si vuole rendere onore. (Score: 0.00)"", 'has_hyponym, pavese elettrico, gala di lampadine  proprio in origine solo delle navi da guerra. (Score: 0.00)', 'has_hyponym, piccolo pavese, disposizione delle sole bandiere nazionali per ogni albero escluso il bompresso. (Score: 0.00)']","['has_hyperonym, serata, festa serale (Score: 0.00)']",0,-0.99,"['gran pavese', 'pavese elettrico', 'piccolo pavese']",[],[]
Gand,1,1,0.0,0.0,0,NP#1150,NP#47045,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Genova,1,1,0.0,0.0,0,NP#2373,NP#46866,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
ghibli,1,1,0.10595347124518428,-0.22404652875481573,0,N#2518,N#26643,"forte vento  dovuto alle basse pressioni mediterranee e alle alte pressioni sahariane  che spira dall’africa verso il mediterraneo specialmente in maggio e settembre  causando aumento della temperatura e diminuzione dell’umidità
",vento caldo e secco che soffia sull africa settentrionale,"['has_hyperonym, venti locali del Mediterraneo, venti tipici delle regioni del Mediterraneo. (Score: 0.00)']","[""has_hyperonym, aria, spostamento di masse d'aria atmosferiche dovuto a differenza di temperatura o di pressione  spostamento di masse d'aria atmosferiche causato da differenze di temperatura o di pressione (Score: 0.00)""]",0,-0.33,['venti locali del Mediterraneo'],[],[]
Gibuti,1,1,0.0,0.0,0,NP#1152,NP#46244,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Gioia_Tauro,1,1,0.0,0.0,0,NP#2374,NP#46922,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
girare,2,1,0.0022151348137719323,-0.32778486518622807,0,V#1975,V#38938,[FALLBACK] è il girare del vento  assumendo una direzione più favorevole alla navigazione a vela  ad esempio passando dalla bolina stretta alla bolina larga  oppure consentendo di orzare per avvicinare maggiormente la prua al vento.,condurre qc verso altra direzione anche nella direzione opposta  indietro,"['has_hyponym, ridondare, è il girare del vento  assumendo una direzione più favorevole alla navigazione a vela  ad esempio passando dalla bolina stretta alla bolina larga  oppure consentendo di orzare per avvicinare maggiormente la prua al vento. (Score: 0.00)']","['xpos_near_synonym, giramento, No Gloss (Score: 0.00)', 'xpos_near_synonym, girata, No Gloss (Score: 0.00)', 'has_hyperonym, variare, sottoporre a cambiamento. (Score: 0.00)', 'has_hyponym, gravitare, No Gloss (Score: 0.00)', 'has_hyponym, prillare, No Gloss (Score: 0.00)', 'has_hyponym, rotolarsi, girare più volte su se stesso. (Score: 0.00)', 'has_hyponym, scantonare, No Gloss (Score: 0.00)', 'has_hyponym, turbinare, No Gloss (Score: 0.00)']",0,-0.33,['ridondare'],[],[]
Glasgow,1,1,0.0,0.0,0,NP#1154,NP#48326,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Golfo_Arabico,1,1,0.0,0.0,0,NP#1198,NP#45582,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
gondola,1,1,-0.06272915277728638,-0.39272915277728637,0,N#170,N#18890,barca a due remi  e di solito a un sol rematore  sottile  lunga  a fondo piatto  con estremità molto rialzate forse dal latino cymbula barchetta o concha conculaconchiglia  o dal greco kuntelas dalle parole kontos corto e helas navicella,[FALLBACK] qualsiasi natante di dimensioni relativamente piccole.,"['has_hyperonym, barca, imbarcazione di piccole dimensioni  a remi  a vela  o a motore aperta o parzialmente pontata. (Score: 0.00)']","['has_hyperonym, imbarcazione, qualsiasi natante di dimensioni relativamente piccole. (Score: 0.00)']",0,-0.33,['barca'],[],[]
Goole,1,1,0.0,0.0,0,NP#1155,NP#46999,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Goteborg,1,1,0.0,0.0,0,NP#2428,NP#48021,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Grangemouth,1,1,0.0,0.0,0,NP#1156,NP#47475,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Great_Yarmouth,1,1,0.0,0.0,0,NP#1157,NP#45846,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Greenock,1,1,0.0,0.0,0,NP#1158,NP#46349,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
grillo,1,1,0.04823971705792701,0.04823971705792701,0,N#1531,N#18843,maniglione a forma di u  si usa come parte terminale dei cavi d acciaio che ad esso sono fissati con un occhio piombato ed una redancia,insetto nero o bruno  con corpo tozzo  antenne sottili e zampe posteriori adatte al salto il cui maschio produce un suono stridulo caratteristico,[],"['has_hyperonym, insetto, artropode della classe degli Insetti  piccolo animale invertebrato con sei zampe  spesso alato.  (Score: 0.00)']",0,0,[],[],[]
grosso,1,4,0.0,0.0,0,AG#1809,AG#50013,[FALLBACK] ,detto delle acque in piena o agitate da fenomeni atmosferici,[],[],0,0,[],[],[]
pozza,1,2,0.0,0.0,0,N#2621,N#31687,quantità di liquido versato in terra,fossa poco profonda e piena d acqua,[],"['has_hyperonym, bacino, concavità naturale su una superficie (Score: 0.00)', ""has_hyponym, pozzanghera, pozza d'acqua fangosa (Score: 0.00)""]",0,0,[],[],[]
guscio,1,4,0.0,-0.66,0,N#1539,N#49454,lo scafo nudo  cioè l insieme dell ossatura e della carena,tipo di struttura,"[""near_synonym, scafo, tutto il corpo di un'imbarcazione inclusa ossatura e rivestimento. (Score: 0.00)"", 'has_hyperonym, insieme, la totalità  persone o animali o cose radunate insieme (Score: 0.00)']","['has_hyperonym, struttura, cosa costruita (Score: 0.00)']",0,-0.66,"['scafo', 'insieme']",[],[]
Halmstad,1,1,0.0,0.0,0,NP#1159,NP#45920,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Haugesund,1,1,0.0,0.0,0,NP#1160,NP#47561,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Helsinki,1,1,0.0,0.0,0,NP#2344,NP#46946,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Honolulu,1,1,0.0,0.0,0,NP#1161,NP#48364,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Hudson,1,1,0.0,0.0,0,NP#1313,NP#46768,navigatore  imbarcatosi per conto degli olandesi  esplorò le coste del nord del canada 1611,[FALLBACK] ,[],[],0,0,[],[],[]
Hull,1,1,0.0,0.0,0,NP#1162,NP#47965,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Ibiza,1,1,0.0,0.0,0,NP#1132,NP#48240,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
idroscalo,1,1,0.0870123495045196,0.0870123495045196,0,N#1567,N#1708,"spazio in mare o in acque interne adibito al decollo e atterraggio di idrovolanti 
",aeroporto per idrovolanti,[],"['has_hyperonym, campo_di_volo, luogo nel quale partono ed arrivano aerei (Score: 0.00)']",0,0,[],[],[]
imbarcarsi,1,2,0.0,-0.33,0,V#55,V#36984,salire a bordo,mettersi in un impresa  in un affare  spec se lungo e difficile,"[""xpos_near_synonym, imbarco, azione dell'imbarcare. (Score: 0.00)""]","['has_hyperonym, disporsi, assumere una determinata posizione o collocazione. (Score: 0.00)']",0,-0.33,['imbarco'],[],[]
imbarcatoio,1,1,0.04604360647426781,0.04604360647426781,0,N#57,N#15111,sovrastruttura della banchina che facilita le operazioni di imbarco e sbarco dei passeggeri,piattaforma trasportabile munita di scala per salire o scendere da una nave,[],"['has_hyperonym, sbarcatoio, struttura portuale in legno  acciaio  cemento e sim. costituita da un ripiano sostenuto da pali o colonne  che si protende dalla riva verso il mare aperto e permette un facile approdo alle imbarcazioni. (Score: 0.00)']",0,0,[],[],[]
imbracare,1,1,0.0931559029058178,0.0931559029058178,0,V#1585,V#33363,legare un oggetto con cavi  catene o reti per alzarlo con una gru ,[FALLBACK] stringere con una fune o simili una cosa o più cose insieme ,[],"['xpos_near_synonym, imbracatura, No Gloss (Score: 0.00)', 'has_hyperonym, avvincere, stringere con una fune o simili una cosa o più cose insieme  (Score: 0.00)']",0,0,[],[],[]
imbrogliare,1,5,0.06655924660794856,-0.2634407533920515,0,V#1587,V#33824,chiudere e raccogliere rapidamente le vele per sottrarle all azione del vento,fare di tutto per ottenere qualcosa,"['has_hyperonym, ammainare, far discendere una vela sospesa ad un cavo facendola scorrere (Score: 0.00)']","[""has_hyperonym, eseguire, essere impegnato in un'attività  un processo. (Score: 0.00)""]",0,-0.33,['ammainare'],[],[]
immergersi,1,4,0.0,0.0,0,V#1602,V#33288,"dicesa sott acqua in apnea o con autorespiratore  effettuata per lavoro sottomarino o per effettuare controlli 
",fig addentrarsi profondamente,[],"['has_hyperonym, penetrare, andare dentro (fig.)  cominciare a capire o conoscere un argomento  una disciplina  ecc. (Score: 0.00)']",0,0,[],[],[]
immersione,1,1,0.0,-0.66,0,N#639,N#7598,misura della distanza verticale tra la parte inferiore della chiglia di uno scafo e il piano di galleggiamento ,l immergere  l immergersi,"['xpos_near_synonym, pescare, termine molto usato nella marineria col significato di ""essere immerso"" relativamente ad uno scafo.  (Score: 0.00)', 'has_hyperonym, grandezza, espressione quantitativa del rapporto fra grandezze omogenee. (Score: 0.00)']","[""xpos_near_synonym, immergere, immergere rapidamente e interamente qualcosa nell'acqua o in altra sostanza liquida. (Score: 0.00)"", 'xpos_near_synonym, tuffarsi, No Gloss (Score: 0.00)', ""has_hyperonym, azione, l'operare  l'agire consapevolmente. (Score: 0.00)"", 'has_hyponym, bagno, immersione di un oggetto in un mezzo (Score: 0.00)']",0,-0.66,"['pescare', 'grandezza']",[],[]
Immingham,1,1,0.0,0.0,0,NP#1163,NP#47376,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
impermeabile,1,1,0.0,-0.33,0,N#1617,N#21435,indumento adatto a proteggere dall acqua ,soprabito o mantella in tessuto che si indossa per ripararsi dalla pioggia,"[""has_hyponym, cerata, indumento impermeabilizzato e ben chiuso per impedire il passaggio dell'acqua  di solito formato da giacca con cappuccio e pantaloni alti o tuta intera. (Score: 0.00)""]","['has_hyperonym, capo_di_vestiario, capo di vestiario (Score: 0.00)', 'has_hyponym, trench, impermeabile sportivo (Score: 0.00)']",0,-0.33,['cerata'],[],[]
